player 1,player 2,games played,win count,lose count,winrate
Carl3,Menander,25,21,4,0.84
Carl3,grandelich,27,22,5,0.8148148148148148
Carl3,Ncling,43,35,8,0.813953488372093
IBeSleepy,thePiedPiper,20,16,4,0.8
Carl3,Zerosun,61,48,13,0.7868852459016393
Bliitzii,Ncling,23,18,5,0.782608695652174
Bliitzii,thePiedPiper,23,18,5,0.782608695652174
Amelek,Carl3,23,18,5,0.782608695652174
Carl3,thePiedPiper,66,51,15,0.7727272727272727
Carl3,jumbobillybob,39,30,9,0.7692307692307693
Jimmy50,L4m3ness,26,20,6,0.7692307692307693
L4m3ness,Zerosun,30,23,7,0.7666666666666667
Maric_,Zerosun,47,36,11,0.7659574468085106
Carl3,Wazowski_,21,16,5,0.7619047619047619
Carl3,Jimmy50,46,35,11,0.7608695652173914
Carl3,cliff_build,24,18,6,0.75
Dr_Claw,cliff_build,20,15,5,0.75
Carl3,Maric_,54,40,14,0.7407407407407407
Carl3,cojito,37,27,10,0.7297297297297297
Bliitzii,Maric_,22,16,6,0.7272727272727273
Carl3,morganc,44,32,12,0.7272727272727273
Clutch331,Menander,22,16,6,0.7272727272727273
L4m3ness,qkratxa,22,16,6,0.7272727272727273
Dr_Claw,Smilingnasa,22,16,6,0.7272727272727273
Carl3,whittal,40,29,11,0.725
L4m3ness,thePiedPiper,29,21,8,0.7241379310344828
PaveV,proxc,25,18,7,0.72
cliff_build,thePiedPiper,25,18,7,0.72
Menander,morganc,32,23,9,0.71875
Carl3,proxc,32,23,9,0.71875
Ncling,cojito,21,15,6,0.7142857142857143
joschua725,thePiedPiper,21,15,6,0.7142857142857143
Bliitzii,Jimmy50,28,20,8,0.7142857142857143
Dr_Claw,Ncling,28,20,8,0.7142857142857143
ppvale,thePiedPiper,21,15,6,0.7142857142857143
Clutch331,Zerosun,52,37,15,0.7115384615384616
Jimmy50,cojito,38,27,11,0.7105263157894737
RedRafe,thePiedPiper,31,22,9,0.7096774193548387
Carl3,Walross123,24,17,7,0.7083333333333334
Carl3,justbob333,82,58,24,0.7073170731707317
cojito,thesoldier57,34,24,10,0.7058823529411765
Dr_Claw,kingofgugu,34,24,10,0.7058823529411765
Zerosun,greg-innovator,27,19,8,0.7037037037037037
IBeSleepy,Zerosun,27,19,8,0.7037037037037037
Amelek,thesoldier57,27,19,8,0.7037037037037037
Ncling,thesoldier57,37,26,11,0.7027027027027027
Jimmy50,Razgriz1711,30,21,9,0.7
Jimmy50,Maric_,40,28,12,0.7
Carl3,Razgriz1711,30,21,9,0.7
Carl3,POzilGeR,30,21,9,0.7
Dr_Claw,Eagle34,30,21,9,0.7
Jimmy50,whittal,33,23,10,0.696969696969697
Clutch331,Ncling,23,16,7,0.6956521739130435
Carl3,next_pro100_pro,23,16,7,0.6956521739130435
PaveV,thePiedPiper,52,36,16,0.6923076923076923
Jimmy50,qkratxa,39,27,12,0.6923076923076923
Carl3,ppvale,26,18,8,0.6923076923076923
Bliitzii,Zerosun,29,20,9,0.6896551724137931
Carl3,joschua725,29,20,9,0.6896551724137931
Jimmy50,Zerosun,61,42,19,0.6885245901639344
Zerosun,thePiedPiper,67,46,21,0.6865671641791045
Carl3,JuanMore,51,35,16,0.6862745098039216
Clutch331,Jimmy50,35,24,11,0.6857142857142857
Zerosun,wu524209138,22,15,7,0.6818181818181818
Arktischerozean,Carl3,22,15,7,0.6818181818181818
Carl3,bisti__,22,15,7,0.6818181818181818
Bliitzii,Clutch331,25,17,8,0.68
Maric_,morganc,31,21,10,0.6774193548387096
Bliitzii,Carl3,34,23,11,0.6764705882352942
Carl3,Eagle34,49,33,16,0.673469387755102
Clutch331,thePiedPiper,49,33,16,0.673469387755102
Jimmy50,Straightener,52,35,17,0.6730769230769231
Carl3,Dr_Claw,52,35,17,0.6730769230769231
Arktischerozean,Jimmy50,33,22,11,0.6666666666666666
Carl3,Clutch331,33,22,11,0.6666666666666666
Carl3,Straightener,48,32,16,0.6666666666666666
Maric_,PaveV,36,24,12,0.6666666666666666
Clutch331,developer,30,20,10,0.6666666666666666
greg-innovator,thePiedPiper,21,14,7,0.6666666666666666
Straightener,proxc,21,14,7,0.6666666666666666
jumbobillybob,thesoldier57,33,22,11,0.6666666666666666
Bliitzii,Dr_Claw,21,14,7,0.6666666666666666
Carl3,RuneBoggler,27,18,9,0.6666666666666666
Jimmy50,MartinMaxKing,27,18,9,0.6666666666666666
Carl3,Smilingnasa,21,14,7,0.6666666666666666
Amelek,Dr_Claw,33,22,11,0.6666666666666666
Jimmy50,thePiedPiper,59,39,20,0.6610169491525424
Carl3,qkratxa,47,31,16,0.6595744680851063
Jimmy50,gabrielchl,38,25,13,0.6578947368421053
Bliitzii,sticklord,35,23,12,0.6571428571428571
Carl3,TODY12321,32,21,11,0.65625
Clutch331,Straightener,26,17,9,0.6538461538461539
Ncling,Straightener,26,17,9,0.6538461538461539
Carl3,greg-innovator,26,17,9,0.6538461538461539
cojito,qkratxa,23,15,8,0.6521739130434783
jasongros619,jumbobillybob,23,15,8,0.6521739130434783
Amelek,Friendly_Fire,23,15,8,0.6521739130434783
Straightener,teomarx,20,13,7,0.65
Dr_Claw,proxc,20,13,7,0.65
Walross123,califerbopbop,20,13,7,0.65
Razgriz1711,thePiedPiper,37,24,13,0.6486486486486487
Carl3,RedRafe,37,24,13,0.6486486486486487
Jimmy50,Menander,37,24,13,0.6486486486486487
Arktischerozean,PaveV,31,20,11,0.6451612903225806
Jimmy50,massiveblue,31,20,11,0.6451612903225806
VortexT,thesoldier57,31,20,11,0.6451612903225806
Eagle34,PaveV,31,20,11,0.6451612903225806
Carl3,IBeSleepy,31,20,11,0.6451612903225806
Dr_Claw,IBeSleepy,31,20,11,0.6451612903225806
qkratxa,thePiedPiper,59,38,21,0.6440677966101694
Bliitzii,RedRafe,28,18,10,0.6428571428571429
Carl3,califerbopbop,67,43,24,0.6417910447761194
Jimmy50,PaveV,64,41,23,0.640625
PaveV,Zerosun,64,41,23,0.640625
Jimmy50,morganc,50,32,18,0.64
Straightener,cojito,25,16,9,0.64
Straightener,kingofgugu,25,16,9,0.64
Dr_Claw,RedRafe,25,16,9,0.64
Carl3,Friendly_Fire,25,16,9,0.64
Carl3,GuidoCram,36,23,13,0.6388888888888888
GuidoCram,thePiedPiper,36,23,13,0.6388888888888888
Carl3,wu524209138,33,21,12,0.6363636363636364
Ncling,RedRafe,22,14,8,0.6363636363636364
Dr_Claw,Irzinek,22,14,8,0.6363636363636364
kingofgugu,thePiedPiper,41,26,15,0.6341463414634146
Clutch331,Maric_,30,19,11,0.6333333333333333
Zerosun,joschua725,30,19,11,0.6333333333333333
Carl3,thesoldier57,87,55,32,0.632183908045977
Carl3,gabrielchl,38,24,14,0.631578947368421
Maric_,thesoldier57,54,34,20,0.6296296296296297
qkratxa,whittal,27,17,10,0.6296296296296297
Menander,qkratxa,27,17,10,0.6296296296296297
Dr_Claw,thesoldier57,62,39,23,0.6290322580645161
Carl3,SpaceDog786,35,22,13,0.6285714285714286
Zerosun,kingofgugu,43,27,16,0.627906976744186
Carl3,Gamingguy63,32,20,12,0.625
Ncling,proxc,24,15,9,0.625
Clutch331,RedRafe,24,15,9,0.625
CognitiveFun,cojito,32,20,12,0.625
POzilGeR,thePiedPiper,32,20,12,0.625
qkratxa,wu524209138,24,15,9,0.625
Dr_Claw,qkratxa,40,25,15,0.625
MartinMaxKing,Zerosun,32,20,12,0.625
MartinMaxKing,next_pro100_pro,24,15,9,0.625
Dr_Claw,Friendly_Fire,32,20,12,0.625
Bliitzii,qkratxa,29,18,11,0.6206896551724138
Zerosun,cojito,29,18,11,0.6206896551724138
Menander,thesoldier57,29,18,11,0.6206896551724138
joschua725,qkratxa,29,18,11,0.6206896551724138
Bliitzii,PaveV,29,18,11,0.6206896551724138
IBeSleepy,PaveV,29,18,11,0.6206896551724138
Bliitzii,teomarx,21,13,8,0.6190476190476191
Jimmy50,wu524209138,21,13,8,0.6190476190476191
Arktischerozean,SpaceDog786,21,13,8,0.6190476190476191
L4m3ness,justbob333,21,13,8,0.6190476190476191
Eagle34,developer,21,13,8,0.6190476190476191
PaveV,Virus0056,21,13,8,0.6190476190476191
Jimmy50,RuneBoggler,21,13,8,0.6190476190476191
Carl3,sticklord,76,47,29,0.618421052631579
cojito,sticklord,34,21,13,0.6176470588235294
Dr_Claw,developer,34,21,13,0.6176470588235294
Clutch331,gabrielchl,26,16,10,0.6153846153846154
developer,thePiedPiper,39,24,15,0.6153846153846154
thePiedPiper,thesoldier57,65,40,25,0.6153846153846154
Dr_Claw,Menander,26,16,10,0.6153846153846154
Carl3,teomarx,31,19,12,0.6129032258064516
Menander,thePiedPiper,31,19,12,0.6129032258064516
morganc,thePiedPiper,49,30,19,0.6122448979591837
cojito,justbob333,36,22,14,0.6111111111111112
Carl3,jasongros619,54,33,21,0.6111111111111112
Maric_,thePiedPiper,59,36,23,0.6101694915254238
Carl3,neuro666,69,42,27,0.6086956521739131
VortexT,neuro666,23,14,9,0.6086956521739131
Clutch331,joschua725,23,14,9,0.6086956521739131
greg-innovator,qkratxa,23,14,9,0.6086956521739131
Zerosun,proxc,23,14,9,0.6086956521739131
BAnana2023,Zerosun,28,17,11,0.6071428571428571
Maric_,Ncling,28,17,11,0.6071428571428571
Zerosun,cliff_build,28,17,11,0.6071428571428571
Friendly_Fire,PaveV,28,17,11,0.6071428571428571
Ncling,sticklord,33,20,13,0.6060606060606061
SpaceDog786,thePiedPiper,38,23,15,0.6052631578947368
Carl3,Fordeka,70,42,28,0.6
Pistachio.,justbob333,20,12,8,0.6
Bliitzii,joschua725,20,12,8,0.6
Clutch331,morganc,30,18,12,0.6
Menander,Zerosun,35,21,14,0.6
cojito,morganc,20,12,8,0.6
Jimmy50,RedRafe,35,21,14,0.6
PaveV,cojito,30,18,12,0.6
EPO666,Zerosun,20,12,8,0.6
greg-innovator,justbob333,25,15,10,0.6
Irzinek,thePiedPiper,30,18,12,0.6
Jimmy50,greg-innovator,25,15,10,0.6
VortexT,developer,20,12,8,0.6
Zerosun,developer,30,18,12,0.6
kingofgugu,qkratxa,35,21,14,0.6
gabrielchl,whittal,25,15,10,0.6
Menander,Razgriz1711,25,15,10,0.6
Jimmy50,jumbobillybob,20,12,8,0.6
POzilGeR,Straightener,20,12,8,0.6
Carl3,Virus0056,20,12,8,0.6
Carl3,MartinMaxKing,35,21,14,0.6
MartinMaxKing,Straightener,20,12,8,0.6
Amelek,Ncling,20,12,8,0.6
Jimmy50,sticklord,67,40,27,0.5970149253731343
sticklord,thePiedPiper,64,38,26,0.59375
Ncling,PaveV,32,19,13,0.59375
Ncling,califerbopbop,32,19,13,0.59375
proxc,thesoldier57,32,19,13,0.59375
califerbopbop,jumbobillybob,32,19,13,0.59375
Dr_Claw,GuidoCram,32,19,13,0.59375
Zerosun,qkratxa,59,35,24,0.5932203389830508
Zerosun,jumbobillybob,27,16,11,0.5925925925925926
Zerosun,next_pro100_pro,27,16,11,0.5925925925925926
bisti__,califerbopbop,27,16,11,0.5925925925925926
grandelich,justbob333,27,16,11,0.5925925925925926
MartinMaxKing,morganc,27,16,11,0.5925925925925926
VortexT,califerbopbop,22,13,9,0.5909090909090909
Clutch331,cliff_build,22,13,9,0.5909090909090909
thePiedPiper,whittal,44,26,18,0.5909090909090909
EPO666,thePiedPiper,22,13,9,0.5909090909090909
Eagle34,kingofgugu,22,13,9,0.5909090909090909
ppvale,thesoldier57,22,13,9,0.5909090909090909
cliff_build,justbob333,22,13,9,0.5909090909090909
Amelek,jasongros619,22,13,9,0.5909090909090909
justbob333,proxc,39,23,16,0.5897435897435898
justbob333,thePiedPiper,78,46,32,0.5897435897435898
Maric_,Straightener,34,20,14,0.5882352941176471
Ncling,Zerosun,34,20,14,0.5882352941176471
Clutch331,PaveV,34,20,14,0.5882352941176471
Friendly_Fire,thesoldier57,34,20,14,0.5882352941176471
Carl3,CognitiveFun,46,27,19,0.5869565217391305
BAnana2023,Maric_,29,17,12,0.5862068965517241
Arktischerozean,sticklord,29,17,12,0.5862068965517241
PaveV,RedRafe,29,17,12,0.5862068965517241
Maric_,developer,29,17,12,0.5862068965517241
99Names,Jimmy50,29,17,12,0.5862068965517241
Zerosun,thesoldier57,70,41,29,0.5857142857142857
Straightener,Zerosun,41,24,17,0.5853658536585366
Carl3,PaveV,65,38,27,0.5846153846153846
KawaiPurTales,qkratxa,24,14,10,0.5833333333333334
Bliitzii,JuanMore,24,14,10,0.5833333333333334
Bliitzii,Straightener,24,14,10,0.5833333333333334
Jimmy50,neuro666,72,42,30,0.5833333333333334
Fordeka,Maric_,48,28,20,0.5833333333333334
Irzinek,Razgriz1711,24,14,10,0.5833333333333334
Dr_Claw,thePiedPiper,48,28,20,0.5833333333333334
Straightener,TODY12321,24,14,10,0.5833333333333334
cojito,thePiedPiper,24,14,10,0.5833333333333334
Dr_Claw,POzilGeR,24,14,10,0.5833333333333334
Walross123,thesoldier57,24,14,10,0.5833333333333334
IBeSleepy,qkratxa,24,14,10,0.5833333333333334
Zerosun,morganc,55,32,23,0.5818181818181818
Bliitzii,Fordeka,31,18,13,0.5806451612903226
morganc,wu524209138,31,18,13,0.5806451612903226
justbob333,next_pro100_pro,31,18,13,0.5806451612903226
Bliitzii,califerbopbop,38,22,16,0.5789473684210527
Straightener,morganc,38,22,16,0.5789473684210527
developer,thesoldier57,38,22,16,0.5789473684210527
Carl3,developer,38,22,16,0.5789473684210527
califerbopbop,thePiedPiper,64,37,27,0.578125
Arktischerozean,justbob333,26,15,11,0.5769230769230769
morganc,qkratxa,26,15,11,0.5769230769230769
aparisi,thesoldier57,26,15,11,0.5769230769230769
Eagle34,JuanMore,26,15,11,0.5769230769230769
Eagle34,Zerosun,26,15,11,0.5769230769230769
cliff_build,thesoldier57,26,15,11,0.5769230769230769
Dr_Claw,jumbobillybob,26,15,11,0.5769230769230769
Jimmy50,justbob333,66,38,28,0.5757575757575758
Razgriz1711,Zerosun,33,19,14,0.5757575757575758
Pistachio.,thesoldier57,21,12,9,0.5714285714285714
BAnana2023,Carl3,28,16,12,0.5714285714285714
SpaceDog786,cojito,21,12,9,0.5714285714285714
Carl3,kingofgugu,49,28,21,0.5714285714285714
Bliitzii,thesoldier57,35,20,15,0.5714285714285714
PaveV,VortexT,21,12,9,0.5714285714285714
Maric_,POzilGeR,21,12,9,0.5714285714285714
cojito,outstanding,21,12,9,0.5714285714285714
Wazowski_,justbob333,21,12,9,0.5714285714285714
Straightener,thesoldier57,42,24,18,0.5714285714285714
greg-innovator,neuro666,21,12,9,0.5714285714285714
RedRafe,thesoldier57,35,20,15,0.5714285714285714
Clutch331,Dr_Claw,35,20,15,0.5714285714285714
Dr_Claw,Straightener,35,20,15,0.5714285714285714
Friendly_Fire,sticklord,21,12,9,0.5714285714285714
califerbopbop,grandelich,28,16,12,0.5714285714285714
grandelich,thesoldier57,28,16,12,0.5714285714285714
Friendly_Fire,Maric_,21,12,9,0.5714285714285714
IBeSleepy,TODY12321,21,12,9,0.5714285714285714
Irzinek,Zerosun,37,21,16,0.5675675675675675
IBeSleepy,thesoldier57,37,21,16,0.5675675675675675
GuidoCram,PaveV,30,17,13,0.5666666666666667
CognitiveFun,Menander,30,17,13,0.5666666666666667
Maric_,RedRafe,30,17,13,0.5666666666666667
IBeSleepy,neuro666,30,17,13,0.5666666666666667
Jimmy50,thesoldier57,53,30,23,0.5660377358490566
Bliitzii,gabrielchl,23,13,10,0.5652173913043478
Fordeka,VortexT,23,13,10,0.5652173913043478
VortexT,sticklord,23,13,10,0.5652173913043478
Zerosun,justbob333,69,39,30,0.5652173913043478
Irzinek,qkratxa,23,13,10,0.5652173913043478
Dr_Claw,Zerosun,46,26,20,0.5652173913043478
Eagle34,thePiedPiper,23,13,10,0.5652173913043478
Amelek,developer,23,13,10,0.5652173913043478
Zerosun,whittal,39,22,17,0.5641025641025641
Straightener,thePiedPiper,39,22,17,0.5641025641025641
Bliitzii,neuro666,32,18,14,0.5625
Carl3,Irzinek,32,18,14,0.5625
Carl3,RagnarLothbrok138,32,18,14,0.5625
Clutch331,califerbopbop,48,27,21,0.5625
Dr_Claw,Maric_,32,18,14,0.5625
cojito,gabrielchl,25,14,11,0.56
gabrielchl,jumbobillybob,25,14,11,0.56
joschua725,jumbobillybob,25,14,11,0.56
Jimmy50,hoponassu,25,14,11,0.56
Arktischerozean,gabrielchl,25,14,11,0.56
Eagle34,jasongros619,25,14,11,0.56
JuanMore,proxc,25,14,11,0.56
Zerosun,aparisi,27,15,12,0.5555555555555556
Fordeka,proxc,27,15,12,0.5555555555555556
Razgriz1711,sticklord,27,15,12,0.5555555555555556
RedRafe,qkratxa,27,15,12,0.5555555555555556
jumbobillybob,qkratxa,36,20,16,0.5555555555555556
Dr_Claw,Razgriz1711,27,15,12,0.5555555555555556
IBeSleepy,califerbopbop,36,20,16,0.5555555555555556
Maric_,justbob333,65,36,29,0.5538461538461539
SpaceDog786,thesoldier57,47,26,21,0.5531914893617021
Ncling,neuro666,38,21,17,0.5526315789473685
Razgriz1711,kingofgugu,29,16,13,0.5517241379310345
Menander,Ncling,29,16,13,0.5517241379310345
gabrielchl,morganc,29,16,13,0.5517241379310345
SpaceDog786,kingofgugu,29,16,13,0.5517241379310345
Ncling,qkratxa,29,16,13,0.5517241379310345
Dr_Claw,Jimmy50,29,16,13,0.5517241379310345
Menander,neuro666,49,27,22,0.5510204081632653
Carl3,massiveblue,40,22,18,0.55
KawaiPurTales,Zerosun,20,11,9,0.55
Irzinek,proxc,20,11,9,0.55
Ncling,thePiedPiper,40,22,18,0.55
RedRafe,massiveblue,20,11,9,0.55
JuanMore,teomarx,20,11,9,0.55
Eagle34,thesoldier57,40,22,18,0.55
morganc,next_pro100_pro,20,11,9,0.55
Fordeka,thePiedPiper,71,39,32,0.5492957746478874
Carl3,aparisi,31,17,14,0.5483870967741935
Arktischerozean,thesoldier57,31,17,14,0.5483870967741935
Ncling,joschua725,31,17,14,0.5483870967741935
PaveV,gabrielchl,31,17,14,0.5483870967741935
thePiedPiper,wu524209138,31,17,14,0.5483870967741935
jasongros619,thesoldier57,62,34,28,0.5483870967741935
JuanMore,kingofgugu,31,17,14,0.5483870967741935
jasongros619,kingofgugu,31,17,14,0.5483870967741935
Jimmy50,kingofgugu,42,23,19,0.5476190476190477
Ncling,justbob333,53,29,24,0.5471698113207547
califerbopbop,qkratxa,64,35,29,0.546875
Ncling,jumbobillybob,33,18,15,0.5454545454545454
Fordeka,Ncling,33,18,15,0.5454545454545454
gabrielchl,thesoldier57,33,18,15,0.5454545454545454
greg-innovator,thesoldier57,33,18,15,0.5454545454545454
Jimmy50,POzilGeR,22,12,10,0.5454545454545454
TODY12321,jumbobillybob,22,12,10,0.5454545454545454
jumbobillybob,thePiedPiper,33,18,15,0.5454545454545454
Max1000,thePiedPiper,22,12,10,0.5454545454545454
cojito,massiveblue,22,12,10,0.5454545454545454
Jimmy50,JuanMore,33,18,15,0.5454545454545454
PlumpCat,Zerosun,22,12,10,0.5454545454545454
Carl3,everLord,22,12,10,0.5454545454545454
califerbopbop,kingofgugu,46,25,21,0.5434782608695652
Maric_,qkratxa,46,25,21,0.5434782608695652
Jimmy50,SpaceDog786,35,19,16,0.5428571428571428
Maric_,Menander,24,13,11,0.5416666666666666
CognitiveFun,Jimmy50,48,26,22,0.5416666666666666
Menander,jasongros619,24,13,11,0.5416666666666666
Dr_Claw,PaveV,48,26,22,0.5416666666666666
PaveV,Razgriz1711,37,20,17,0.5405405405405406
gabrielchl,thePiedPiper,37,20,17,0.5405405405405406
Razgriz1711,justbob333,50,27,23,0.54
JuanMore,Maric_,39,21,18,0.5384615384615384
massiveblue,thePiedPiper,39,21,18,0.5384615384615384
proxc,thePiedPiper,26,14,12,0.5384615384615384
califerbopbop,whittal,39,21,18,0.5384615384615384
GuidoCram,TODY12321,26,14,12,0.5384615384615384
TODY12321,cojito,26,14,12,0.5384615384615384
Clutch331,kingofgugu,26,14,12,0.5384615384615384
JuanMore,developer,26,14,12,0.5384615384615384
GuidoCram,Zerosun,28,15,13,0.5357142857142857
Razgriz1711,thesoldier57,28,15,13,0.5357142857142857
BAnana2023,Jimmy50,28,15,13,0.5357142857142857
SpaceDog786,developer,28,15,13,0.5357142857142857
joschua725,sticklord,28,15,13,0.5357142857142857
califerbopbop,cojito,28,15,13,0.5357142857142857
Fordeka,cojito,28,15,13,0.5357142857142857
Amelek,sticklord,28,15,13,0.5357142857142857
Dr_Claw,califerbopbop,58,31,27,0.5344827586206896
PaveV,thesoldier57,75,40,35,0.5333333333333333
PaveV,whittal,30,16,14,0.5333333333333333
Clutch331,jumbobillybob,30,16,14,0.5333333333333333
JuanMore,cojito,30,16,14,0.5333333333333333
Maric_,kingofgugu,30,16,14,0.5333333333333333
Fordeka,Jimmy50,60,32,28,0.5333333333333333
RedRafe,Zerosun,45,24,21,0.5333333333333333
IBeSleepy,sticklord,30,16,14,0.5333333333333333
Dr_Claw,jasongros619,47,25,22,0.5319148936170213
PaveV,aparisi,32,17,15,0.53125
SpaceDog786,Zerosun,32,17,15,0.53125
Menander,Straightener,34,18,16,0.5294117647058824
PaveV,qkratxa,51,27,24,0.5294117647058824
PaveV,joschua725,36,19,17,0.5277777777777778
califerbopbop,massiveblue,36,19,17,0.5277777777777778
RagnarLothbrok138,thePiedPiper,36,19,17,0.5277777777777778
PaveV,TODY12321,36,19,17,0.5277777777777778
POzilGeR,Zerosun,36,19,17,0.5277777777777778
Menander,califerbopbop,36,19,17,0.5277777777777778
qkratxa,thesoldier57,55,29,26,0.5272727272727272
CognitiveFun,thePiedPiper,57,30,27,0.5263157894736842
thesoldier57,whittal,40,21,19,0.525
Friendly_Fire,justbob333,40,21,19,0.525
KawaiPurTales,sticklord,21,11,10,0.5238095238095238
Arktischerozean,Zerosun,21,11,10,0.5238095238095238
Maric_,jumbobillybob,21,11,10,0.5238095238095238
Maric_,wu524209138,21,11,10,0.5238095238095238
julianbrall,thePiedPiper,21,11,10,0.5238095238095238
Maric_,TODY12321,21,11,10,0.5238095238095238
RedRafe,developer,21,11,10,0.5238095238095238
Fordeka,Zerosun,63,33,30,0.5238095238095238
Zerosun,teomarx,21,11,10,0.5238095238095238
califerbopbop,ppvale,21,11,10,0.5238095238095238
Carl3,kravenstriker,21,11,10,0.5238095238095238
Dr_Claw,joschua725,21,11,10,0.5238095238095238
Smilingnasa,thesoldier57,21,11,10,0.5238095238095238
justbob333,kingofgugu,44,23,21,0.5227272727272727
MartinMaxKing,justbob333,44,23,21,0.5227272727272727
Jimmy50,aparisi,23,12,11,0.5217391304347826
Maric_,proxc,23,12,11,0.5217391304347826
developer,kingofgugu,23,12,11,0.5217391304347826
Clutch331,TODY12321,23,12,11,0.5217391304347826
VortexT,justbob333,23,12,11,0.5217391304347826
Dr_Claw,grandelich,23,12,11,0.5217391304347826
joschua725,thesoldier57,25,13,12,0.52
Eagle34,Straightener,25,13,12,0.52
Razgriz1711,developer,25,13,12,0.52
Clutch331,thesoldier57,50,26,24,0.52
jasongros619,thePiedPiper,50,26,24,0.52
99Names,Zerosun,25,13,12,0.52
Amelek,PaveV,25,13,12,0.52
Arktischerozean,neuro666,27,14,13,0.5185185185185185
Razgriz1711,jasongros619,27,14,13,0.5185185185185185
Virus0056,justbob333,27,14,13,0.5185185185185185
MartinMaxKing,qkratxa,27,14,13,0.5185185185185185
MartinMaxKing,PaveV,27,14,13,0.5185185185185185
qkratxa,sticklord,58,30,28,0.5172413793103449
morganc,whittal,29,15,14,0.5172413793103449
Irzinek,kingofgugu,29,15,14,0.5172413793103449
cliff_build,neuro666,29,15,14,0.5172413793103449
Bliitzii,justbob333,29,15,14,0.5172413793103449
GuidoCram,califerbopbop,31,16,15,0.5161290322580645
developer,qkratxa,31,16,15,0.5161290322580645
Clutch331,sticklord,31,16,15,0.5161290322580645
Jimmy50,teomarx,31,16,15,0.5161290322580645
RagnarLothbrok138,qkratxa,33,17,16,0.5151515151515151
99Names,thePiedPiper,33,17,16,0.5151515151515151
TODY12321,thePiedPiper,35,18,17,0.5142857142857142
Maric_,massiveblue,35,18,17,0.5142857142857142
Ncling,jasongros619,35,18,17,0.5142857142857142
CognitiveFun,Straightener,37,19,18,0.5135135135135135
morganc,sticklord,39,20,19,0.5128205128205128
Maric_,outstanding,39,20,19,0.5128205128205128
Dr_Claw,sticklord,39,20,19,0.5128205128205128
massiveblue,qkratxa,43,22,21,0.5116279069767442
califerbopbop,thesoldier57,88,45,43,0.5113636363636364
Clutch331,qkratxa,45,23,22,0.5111111111111111
Dr_Claw,Fordeka,47,24,23,0.5106382978723404
justbob333,morganc,49,25,24,0.5102040816326531
Maric_,sticklord,49,25,24,0.5102040816326531
Fordeka,PaveV,53,27,26,0.5094339622641509
Dr_Claw,neuro666,57,29,28,0.5087719298245614
Straightener,neuro666,67,34,33,0.5074626865671642
Fordeka,thesoldier57,81,41,40,0.5061728395061729
CognitiveFun,qkratxa,54,27,27,0.5
TODY12321,gabrielchl,28,14,14,0.5
califerbopbop,gabrielchl,30,15,15,0.5
gabrielchl,qkratxa,34,17,17,0.5
gabrielchl,sticklord,38,19,19,0.5
RagnarLothbrok138,kingofgugu,24,12,12,0.5
Razgriz1711,morganc,26,13,13,0.5
BAnana2023,morganc,28,14,14,0.5
Irzinek,Straightener,20,10,10,0.5
JuanMore,Ncling,30,15,15,0.5
JuanMore,Straightener,40,20,20,0.5
JuanMore,cliff_build,20,10,10,0.5
Straightener,gabrielchl,32,16,16,0.5
Straightener,joschua725,26,13,13,0.5
Arktischerozean,califerbopbop,26,13,13,0.5
CognitiveFun,PaveV,40,20,20,0.5
GuidoCram,sticklord,28,14,14,0.5
L4m3ness,sticklord,20,10,10,0.5
